#hgnc_id	hgnc_symbol	confidence_level	penetrance	pmid	omim_id	inheritance	panel_id	panel_name	panel_version	line_number
HGNC:6494	LAMC3	3	-	34354730	-	BIALLELIC, autosomal or pseudoautosomal	18	Polymicrogyria and Schizencephaly	0.186	133
HGNC:5213	HSD17B4	3	-	32904102||27790638	-	BIALLELIC, autosomal or pseudoautosomal	18	Polymicrogyria and Schizencephaly	0.186	135
HGNC:18423	DEPDC5	3	-	PMID: 36067010||32848577	-	BIALLELIC, autosomal or pseudoautosomal	18	Polymicrogyria and Schizencephaly	0.186	138
HGNC:21056	ERMARD	1	-	27087860	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	19	Periventricular Grey Matter Heterotopia	1.2	140
HGNC:6836	MAP1B	3	-	30214071	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	19	Periventricular Grey Matter Heterotopia	1.2	142
HGNC:26899	TMTC3	1	-	28973161	-	BIALLELIC, autosomal or pseudoautosomal	19	Periventricular Grey Matter Heterotopia	1.2	143
HGNC:15853	ARFGEF2	3	-	26126837||25160555	-	BIALLELIC, autosomal or pseudoautosomal	19	Periventricular Grey Matter Heterotopia	1.2	144
HGNC:17582	KAT6B	2	Complete	23236640||32424177	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	19	Periventricular Grey Matter Heterotopia	1.2	145
HGNC:13681	DCHS1	3	-	29046692	-	BIALLELIC, autosomal or pseudoautosomal	19	Periventricular Grey Matter Heterotopia	1.2	146
HGNC:7728	NEDD4L	3	-	32117442||34087865	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	19	Periventricular Grey Matter Heterotopia	1.2	148
HGNC:16918	SYNCRIP	1	-	34157790	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	19	Periventricular Grey Matter Heterotopia	1.2	149
HGNC:24969	NPRL2	3	-	31625153||29281825||33461085	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	20	Tuberous Sclerosis_Focal Cortical Dysplasia_Hemimegalencephaly	0.48	152
HGNC:9588	PTEN	3	-	32162846	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	20	Tuberous Sclerosis_Focal Cortical Dysplasia_Hemimegalencephaly	0.48	153
HGNC:1097	BRAF	2	-	18039946||18039235||25356392	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	20	Tuberous Sclerosis_Focal Cortical Dysplasia_Hemimegalencephaly	0.48	154
HGNC:18423	DEPDC5	3	-	31444548	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	20	Tuberous Sclerosis_Focal Cortical Dysplasia_Hemimegalencephaly	0.48	155
HGNC:12362	TSC1	3	-	32917966	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	20	Tuberous Sclerosis_Focal Cortical Dysplasia_Hemimegalencephaly	0.48	157
HGNC:393	AKT3	3	-	32446860||31441589	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	20	Tuberous Sclerosis_Focal Cortical Dysplasia_Hemimegalencephaly	0.48	158
HGNC:3942	MTOR	3	-	28892148	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	20	Tuberous Sclerosis_Focal Cortical Dysplasia_Hemimegalencephaly	0.48	159
HGNC:30172	STRADA	2	-	23616120||28688840	-	BIALLELIC, autosomal or pseudoautosomal	20	Tuberous Sclerosis_Focal Cortical Dysplasia_Hemimegalencephaly	0.48	160
HGNC:11022	SLC35A2	3	-	PMID: 33407896	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	20	Tuberous Sclerosis_Focal Cortical Dysplasia_Hemimegalencephaly	0.48	162
HGNC:12410	TUBA8	1	-	31481326	-	BIALLELIC, autosomal or pseudoautosomal	21	Tubulinopathies	1.1	163
HGNC:12412	TUBB2A	3	-	32571897	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	21	Tubulinopathies	1.1	164
HGNC:16691	TUBGCP4	1	-	32270730	-	BIALLELIC, autosomal or pseudoautosomal	21	Tubulinopathies	1.1	165
HGNC:20778	TUBB	3	-	32085672	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	21	Tubulinopathies	1.1	167
HGNC:30829	TUBB2B	3	-	33082561	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	21	Tubulinopathies	1.1	168
HGNC:20772	TUBB3	3	-	33318778	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	21	Tubulinopathies	1.1	169
HGNC:12417	TUBG1	3	-	31086189	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	21	Tubulinopathies	1.1	170
HGNC:25941	TET2	1	-	32330418||31943063	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	180
HGNC:6912	MATR3	2	-	28029397||30015619||33408686	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	181
HGNC:2295	CP	3	-	28874056||28012953||https://doi.org/10.1093/qjmed/89.5.355	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	182
HGNC:9476	HTRA1	3	-	29895533	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	183
HGNC:21698	RNF216	3	-	27995769	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	184
HGNC:11547	TAF15	2	-	28889094	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	24	Early-onset Dementia	1.5	187
HGNC:2475	CST3	2	-	8866434||22435454||2602413	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	196
HGNC:6893	MAPT	3	-	20838030	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	197
HGNC:3033	ATN1	0	-	7633415	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	198
HGNC:4177	GBA	2	-	31010158||32439597||23588557	-	Other	24	Early-onset Dementia	1.5	199
HGNC:2531	CTSF	3	-	27524508||PMID: 28749476||27668283	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	200
HGNC:5033	HNRNPA2B1	2	-	29358076||26744327||23635965||30279180	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	203
HGNC:28337	C9orf72	0	-	31779815	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	204
HGNC:11138	SNCA	3	-	32849182||26858591||32740728	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	206
HGNC:713	ARSA	3	-	29486463||26890752||15710861	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	210
HGNC:15559	CHCHD10	3	-	28069311||32369233||30877432||31690696	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	212
HGNC:4010	FUS	3	-	32941707||32770214	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	217
HGNC:11140	SNCB	1	-	20697047	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	218
HGNC:12405	TTR	3	-	20301373	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	221
HGNC:12407	TUBA4A	2	-	28069311||26675813	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	222
HGNC:9253	PPIA	1	-	34972208	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	224
HGNC:6174	ITM2B	3	-	33814452	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	225
HGNC:4601	GRN	3	-	20301545	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	228
HGNC:12811	XK	3	-	12899725	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	24	Early-onset Dementia	1.5	229
HGNC:12509	UBQLN2	3	-	31319884||20301623||30348461	-	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	24	Early-onset Dementia	1.5	231
HGNC:7897	NPC1	3	-	11182931||20301473	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	232
HGNC:14537	NPC2	3	-	20525256||27792009	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	233
HGNC:9449	PRNP	3	-	19571725, 20301407||6351815||27910931	176640	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	234
HGNC:15894	PANK2	3	-	19480328||24600523||23447832	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	235
HGNC:9039	PLA2G6	3	-	25634434||26836416||22406380	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	236
HGNC:21576	NHLRC1	3	-	34117373||28556688	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	237
HGNC:11571	TARDBP	3	-	20301761||21803454	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	238
HGNC:11584	TBK1	3	-	20301623	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	239
HGNC:12449	TYROBP	3	-	20301376	-	BIALLELIC, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	240
HGNC:9508	PSEN1	3	-	20301340||22503161	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	241
HGNC:9509	PSEN2	3	-	35491795||20301340||22503161||25323700	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	243
HGNC:17142	OPTN	3	-	20301623	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	24	Early-onset Dementia	1.5	244
HGNC:11802	TIA1	2	-	29457785||29599744||36861178	-	Other	24	Early-onset Dementia	1.5	250
HGNC:24537	CHMP2B	3	-	20301378	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	24	Early-onset Dementia	1.5	253
HGNC:25726	LAS1L	1	-	24647030	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	25	Motor Neurone Disease	1.7	265
HGNC:12469	UBA1	1	-	26028276||27699224||23518311||29034082||31932168||32181232	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	25	Motor Neurone Disease	1.7	270
HGNC:23657	GNE	1	-	29086072	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	278
HGNC:6323	KIF5A	3	-	30301576	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	279
HGNC:5031	HNRNPA1	3	-	34291734	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	280
HGNC:15592	SS18L1	3	-	25888396||23708140||24360741||30976389	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	281
HGNC:11547	TAF15	2	-	21438137||27810362||22065782||28889094	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	282
HGNC:1237	UBQLN4	2	-	30804504||28463112	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	283
HGNC:11179	SOD1	3	-	8625408||21545237||16503123	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	284
HGNC:10057	RNF13	2	-	PMID: 35879052	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	285
HGNC:11231	ATL1	3	-	16765570	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	286
HGNC:15832	BSCL2	3	-	16765570	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	287
HGNC:4180	GBE1	3	-	20301758||26194201	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	288
HGNC:25786	REEP1	3	-	23108492	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	289
HGNC:11233	SPAST	3	-	19364936||16765570	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	290
HGNC:535	ANXA11	3	-	30109997||29845112	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	291
HGNC:11237	SPG7	3	-	19364936||16765570	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	292
HGNC:3432	ERBB4	2	-	28889094	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	294
HGNC:9461	PRPH	2	-	20363051	-	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	295
HGNC:12392	DNAJC7	2	-	31768050	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	25	Motor Neurone Disease	1.7	296
HGNC:7744	NEK1	3	-	31768050||29929116	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	297
HGNC:4878	HEXA	3	-	31995250||31076878	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	298
HGNC:4879	HEXB	3	-	24263030||31995250	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	299
HGNC:11802	TIA1	2	-	24659297||29699721||29773329||29235362||29886022||29457785||29216908	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	300
HGNC:12407	TUBA4A	2	-	28069311||26675813	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	301
HGNC:2584	CYLD	2	-	32666117||32666099	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	302
HGNC:12718	VRK1	2	-	31560180||31837156||34169149||32242460||26583493||30847374||31178479	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	303
HGNC:12666	VCP	3	-	20301649||20301623	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	304
HGNC:12649	VAPB	3	-	20301623	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	305
HGNC:12509	UBQLN2	3	-	20301623	-	X-LINKED: hemizygous mutation in males, biallelic mutations in females	25	Motor Neurone Disease	1.7	306
HGNC:11584	TBK1	3	-	20301623	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	307
HGNC:11571	TARDBP	3	-	20301761	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	308
HGNC:16187	SLC52A3	3	-	26072523	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	309
HGNC:11117	SMN1	3	-	20301623	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	312
HGNC:16968	ARPP21	1	-	35525134||30811981||31653410	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	314
HGNC:1591	CCNF	2	-	28105640||28852778||31445393||31577344||29102476	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	315
HGNC:483	ANG	2	-	20301623	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	316
HGNC:2671	DAO	1	-	29274788||29194436||29895397||20368421	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	317
HGNC:3508	EWSR1	1	-	29731676||22454397	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	318
HGNC:24870	GLT8D1	2	-	30811981	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	320
HGNC:4601	GRN	3	-	23596077||18184915	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	321
HGNC:5033	HNRNPA2B1	2	-	25299611	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	322
HGNC:25012	LGALSL	2	-	30940688	-	Unknown	25	Motor Neurone Disease	1.7	323
HGNC:16947	ERLIN1	1	-	29453415	-	BIALLELIC, autosomal or pseudoautosomal	25	Motor Neurone Disease	1.7	324
HGNC:24537	CHMP2B	3	-	20301378	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	325
HGNC:6912	MATR3	3	-	34659085||26493020||35205163	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	25	Motor Neurone Disease	1.7	326
HGNC:4601	GRN	3	-	20301545	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	26	Early-onset Parkinson disease	0.264	335
HGNC:3811	FOXG1	3	-	PMID: 21953941	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	26	Early-onset Parkinson disease	0.264	351
HGNC:3413	EPM2A	2	-	PMID: 27574708	-	BIALLELIC, autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	352
HGNC:9437	EIF2AK2	3	-	PMID: 32197074	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	26	Early-onset Parkinson disease	0.264	353
HGNC:20603	DHDDS	2	-	PMID: 34837344	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	26	Early-onset Parkinson disease	0.264	354
HGNC:2719	DDC	2	-	PMID: 33983693	-	BIALLELIC, autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	355
HGNC:2605	CYP27A1	3	-	PMID: 30054180	-	BIALLELIC, autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	356
HGNC:2073	TPP1	3	-	PMID: 21940688	-	BIALLELIC, autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	357
HGNC:7106	ATXN3	0	-	PMID: 11176969||7574470	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	26	Early-onset Parkinson disease	0.264	358
HGNC:10555	ATXN2	0	-	17923635	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	26	Early-onset Parkinson disease	0.264	359
HGNC:10549	ATXN10	0	-	PMID: 28890930	-	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	26	Early-onset Parkinson disease	0.264	360
HGNC:1361	C9orf3	3	-	PMID: 35306330	-	BIALLELIC, autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	361
HGNC:21576	NHLRC1	2	-	PMID: 22425593	-	BIALLELIC, autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	362
HGNC:19918	MYORG	3	-	32211515	-	BIALLELIC, autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	363
HGNC:7462	MT-ND6	0	-	PMID: 33109474	-	MITOCHONDRIAL	26	Early-onset Parkinson disease	0.264	364
HGNC:9171	PODXL	1	-	20706633||26864383	-	Unknown	26	Early-onset Parkinson disease	0.264	365
HGNC:225	ADAR	3	-	PMID: 32911246	-	BIALLELIC, autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	367
HGNC:438	ALPL	1	-	PMID: 32956941	-	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	368
HGNC:1362	FRRS1L	3	-	PMID: 29086067	-	BIALLELIC, autosomal or pseudoautosomal	26	Early-onset Parkinson disease	0.264	369
HGNC:4177	GBA	3	-	PMID: 12809640||35639160	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	26	Early-onset Parkinson disease	0.264	370
HGNC:15840	KMT2B	3	-	PMID: 33816656	-	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	26	Early-onset Parkinson disease	0.264	371
